Date,User,Message
2022-06-29 09:12:16,"코삿","축률이 경사 9% 위사 3%"
2022-06-29 09:12:40,"코삿","실 타래에서 염색을 하고"
2022-06-29 09:12:50,"코삿","원단을 짰어야 했다는 말인거죠?"
2022-06-29 09:12:56,"룩맨","스트라이프에요?"
2022-06-29 09:13:09,"룩맨","yarn dye는 비싼데... 구지"
2022-06-29 09:13:42,"코삿","체크에요"
2022-06-29 09:13:46,"룩맨","편직 후에 염색소에서 전처리-바이오-염색-후가공 이렇게 가요"
2022-06-29 09:13:50,"코삿","블랙와치패턴"
2022-06-29 09:14:00,"룩맨","우븐인경우는 몰겟어요"
2022-06-29 09:14:19,"룩맨","니트만해서 ㅎ"
2022-06-29 09:14:30,"코삿","저도 니트가 메인이고"
2022-06-29 09:14:54,"코삿","우븐은 곁다리로"
2022-06-29 09:14:58,"코삿","부업으로 하는데"
2022-06-29 09:15:10,"룩맨","양아치들이 참 곳곳에 많아서 암튼 업체들 너무 찰떡같이 믿으심 안되여"
2022-06-29 09:15:17,"코삿","납품해서 80만원 남는거였는데"
2022-06-29 09:15:31,"코삿","300벌 물어주니 700정도 되더라구요"
2022-06-29 09:16:04,"룩맨","헛소리하는 사장들 눌러야는데, 전직장이 클 경우, 관련산업 경험이 다양할 경우 용이합니다ㅎ"
2022-06-29 09:16:27,"코삿","아껴봐야 직접 만드는거보다 그런 위험로스까지 처리해주는 프로모션 맡기는게 최고에요"
2022-06-29 09:17:07,"룩맨","마자요 오리발이 생활화되어잇어서"
2022-06-29 09:18:01,"비즈큐브솔루션","비즈큐브솔루션님이 나갔습니다."
2022-06-29 09:23:54,"남산날다람쥐","다이마루 공장에서 수수 기계 들이신다고하는데 혹시 수수가 어떤건지 아시는분 계신가요....?"
2022-06-29 09:24:00,"남산날다람쥐","수수...처음들어봐요"
2022-06-29 09:29:09,"nala","수소..."
2022-06-29 09:31:44,"남산날다람쥐","어머,,감사합니다 "
2022-06-29 09:32:02,"남산날다람쥐","자수얘기하나 했었네요."
2022-06-29 09:34:49,"FIF TRADING","등원 시키고 오니 , 대화들이 많이 오고 가셨네요. 

믿을만한 업체 찾으셔서 진행하시면 될듯해요 ~ "
2022-06-29 09:36:09,"돈다발 들고 좋아하는 무지","흐 저도 등원완료 갑자기 비 왕창 와서 당황했으여
다들 우산챙기세용.."
2022-06-29 09:41:09,"탱구","수소봉제욥"
2022-06-29 09:50:29,"룩맨","사진"
2022-06-29 09:50:47,"룩맨","편하겟어요"
2022-06-29 10:46:57,"Eeej","지금 가격은 괜찮네요..!"
2022-06-29 10:48:04,"Eeej","모달이랑 그래핀 같은 재생 합성 섬유 스와치좀 가지러 가려는데 동대문에 모달이랑 폴리 혼용 많은 곳이 b동 3층 맞나요.."
2022-06-29 10:48:47,"룩맨","코튼 모달여? 아니믄 폴리 모달? "
2022-06-29 10:49:06,"Eeej","폴리 모달!"
2022-06-29 10:49:29,"Eeej","코튼은 모달은 스와치가 꽤 있는데 폴리가  없네요…"
2022-06-29 10:50:00,"질풍가도","원단집 첫거래는 조금 까칠한것 이해는 가는데...음 처음부터 이러면 메인에서 사고났을때 엄청 부딪칠까봐 걱정이네요."
2022-06-29 10:50:01,"Eeej","아이고 뭔가 반말처럼 되버렸네요..! 죄송합니다🥹…."
2022-06-29 10:50:37,"질풍가도","원단집 첨부터 엄청 까칠한집 거래하시나요?,,?ㅜㅜ"
2022-06-29 10:51:16,"Eeej","저희는 안해요ㅠㅠ..첨에 스와치뗄때나 모..초기작업할 때 그런거야 찔러보기 워낙 많이 당해서 그렇다고 쳐도.."
2022-06-29 10:51:23,"Eeej","본작업 들어가는데 까칠하시면 안되죠ㅠㅠ"
2022-06-29 10:52:00,"Eeej","까칠하게 좋은 제품 만들면 괜찮기도 하겠지만서도…"
2022-06-29 10:54:22,"질풍가도","창고 하나두고 여려집에서 같은 스와치로 이름만 바꿔파는 그런?...원단집인것 같습니다."
2022-06-29 10:55:34,"Eeej","앗…!"
2022-06-29 10:55:39,"질풍가도","봉*네에서 추천하는 원단집이래서 우선 가봤는데 첫인상은 영...."
2022-06-29 10:56:20,"질풍가도","아 봉*네 에서 어떤분이 쓴 글에서 추천입니다. (오해생길까 하여 정정!)"
2022-06-29 11:03:38,"이첼","이첼님이 나갔습니다."
2022-06-29 11:05:40,"룩맨","괜찮습니다. 혹시 sandwashing 찾으세요?"
2022-06-29 11:05:52,"룩맨","사진"
2022-06-29 11:05:59,"룩맨","가먼다이 잘 빠졋는데 싸네요 3마넌이면"
2022-06-29 11:10:05,"울고있는 어피치","데님중에 물안빠지는 데님도 있나요?…"
2022-06-29 11:12:15,"혜선/여성빅사이즈","워싱처리되면 거의안빠져요"
2022-06-29 11:13:07,"울고있는 어피치","감사합니다. 그럼 애초에 워싱이 되어있는 데님을 구매하면 되겠죠??"
2022-06-29 11:13:24,"혜선/여성빅사이즈","네 그렇게하시고"
2022-06-29 11:13:37,"혜선/여성빅사이즈","스판전혀없는 연청들은"
2022-06-29 11:13:41,"혜선/여성빅사이즈","물안빠져요ㅎ"
2022-06-29 11:16:43,"엄지척 프로도","혹시 바람막이 자켓 소량생산 공장아시는곳 있으시면 추천부탁드립니다

퀄리티즌 최상 가격은 일단 신경 안쓸려구요...
샘플부터 진행할려는데 아시는곳 추천부탁드려요~~"
2022-06-29 11:18:38,"남산날다람쥐","얼마나 소량이에요~?"
2022-06-29 11:20:04,"울고있는 어피치","인디고 데님처럼 색이 좀 진한건데 워싱처리가 되면 안빠질까요?… "
2022-06-29 11:22:24,"혜선/여성빅사이즈","워싱되있어도 진청이나 블랙진은 빠지더라구요~ "
2022-06-29 11:22:36,"울고있는 어피치","넵 감사합니다!!"
2022-06-29 11:25:32,"엄지척 프로도","100장이하요"
2022-06-29 11:26:23,"엄지척 프로도","처음시작하는거라 수량이 안많습니다"
2022-06-29 11:26:52,"패턴","100장이하는 공장에서 잘안받으려고 할거에요 그리고 요새 공장들 일이 넘쳐나서.. 아마 거절할 수도 있을거에요..;;"
2022-06-29 11:27:38,"패턴","국내 생산보다는 중국쪽으로 알아보시는게 더 나으실수도있어요 "
2022-06-29 11:30:23,"룩맨","중국은 수량이 커서 min surcharge가 또 크죠"
2022-06-29 11:31:12,"패턴","맞아요 ㅜ "
2022-06-29 11:38:29,"엄지척 프로도","수량크면 당근 알아보기쉽죠...
힘드니 도움을 구합니당!!!"
2022-06-29 11:38:50,"엄지척 프로도","저 꼬~~~옥해야해서 알수옶을까여...ㅠㅠㅠㅠㅠ"
2022-06-29 11:40:16,"파이팅하는 무지","소량제작해주는곳이 많지않으니 신생브랜드는 계속 어렵고"
2022-06-29 11:40:51,"파이팅하는 무지","좀 규모있는곳들은 대량으로 원가절감하니 이것도 부익부빈익빈인가 ㅠㅠ"
2022-06-29 11:44:24,"패턴","신생브랜드들이 살아남기 진짜 힘들죠 ㅜㅜ"
2022-06-29 11:45:14,"질풍가도","죽겠어요...ㅜㅜ"
2022-06-29 11:48:37,"코삿","의류업도 철저히 기획이에요"
2022-06-29 11:48:43,"코삿","같은 옷 국내에서 만드는거랑"
2022-06-29 11:48:59,"코삿","기획 미리 끝내서 생산스케쥴 6개월 가지고 방글라데시에서 만들어오는거랑"
2022-06-29 11:49:02,"코삿","피스당 단가가 많이 차이납니다."
2022-06-29 11:49:25,"코삿","린넨 강연사 100%짜리 방글라데시 보내서"
2022-06-29 11:49:37,"코삿","폴로넥 반팔 스웨터 짜왔거든요"
2022-06-29 11:49:48,"코삿","실 보내는 비용"
2022-06-29 11:59:47,"코삿","전화가 와가지고 말하다가 끊겼네요"
2022-06-29 12:00:04,"코삿","실 보내고 임가공하고 배에 실어서 한국까지 들어오는 비용을 오더수량으로 나눴을 때"
2022-06-29 12:00:07,"코삿","옷 1피스당 8불이에요"
2022-06-29 12:00:12,"코삿","만원초반대"
2022-06-29 12:00:19,"코삿","11,000원은 안되구요"
2022-06-29 12:00:28,"코삿","방글라데시는 최빈국이라서 관부가세도 없어요."
2022-06-29 12:00:52,"코삿","근데 그 옷이 국내 백화점에서는 20만원대에 팔리네요"
2022-06-29 12:00:57,"파이팅하는 무지","그런시스템을 신생브랜드에서 많이 모르니 문제죠 ㅠㅠ"
2022-06-29 12:01:04,"코삿","근데 똑같은 원사로 국내에서 만들면"
2022-06-29 12:01:06,"코삿","5만원대에요"
2022-06-29 12:01:08,"코삿","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2022-06-29 12:01:13,"질풍가도","ㅋㅋㄱㅋㅋㅋㅋㄱ"
2022-06-29 12:01:40,"파이팅하는 무지","수량은 몇개로 했을때인건가요?"
2022-06-29 12:02:10,"질풍가도","근대 해외작업은 단가도 단가인데 대화의 불편함은 없나요?"
2022-06-29 12:05:45,"엄지척 프로도","죽기전에 태어나지도 몬하는건가여...ㅠㅠㅠ"
2022-06-29 12:07:32,"엄지척 프로도","해외작업은 멜로 하지요???
꼭 런친해야하는데"
2022-06-29 12:07:39,"엄지척 프로도","꼭 할겁니당!!!"
2022-06-29 12:09:03,"돈다발 들고 좋아하는 무지","요기 팩토리유니콘에 제작의뢰 넣으시면 될거같은데.. 아닌가요? ㅎㅎㅎ"
2022-06-29 12:09:25,"질풍가도","태어나기전에도 죽겠었지만 태어나고도 죽겠어요..."
2022-06-29 12:09:38,"돈다발 들고 좋아하는 무지","ㅋㅋㅋㅋㅋㅋㅋ또르르..."
2022-06-29 12:13:30,"코삿","컬러웨이 12개로 3만장이요 ㅋㅋ"
2022-06-29 12:13:44,"코삿","단일컬러 제일 많은게 5000장인데"
2022-06-29 12:13:46,"패턴","그거보다도 공장마다 다 돌아다녀보세요 동대문 종합시장 뒤편에 물건 많이 만들어주기는 하는데 거기 사장님이랑 이야기해보시면서 하는것도 나쁘지 않을거 같아요"
2022-06-29 12:14:08,"코삿","해외 한국인이 운영하는 공장 이용하세요"
2022-06-29 12:14:13,"코삿","코트라넷에 나와요"
2022-06-29 12:17:59,"질풍가도","5000장......"
2022-06-29 12:18:03,"질풍가도","이모티콘"
2022-06-29 12:29:04,"Eeej","샌드워싱보다는 모달폴리혼용 좀 여러가지 보고싶어서요..! 터치감이나 혼용율등등이요..! "
2022-06-29 12:35:00,"오엥","B동에 듀폰 타이벡 취급하는곳 있을까요?"
2022-06-29 12:43:29,"파이팅하는 무지","수량이 이미 많네요 ㅋㅋㅋ"
2022-06-29 12:57:26,"룩맨","모달 폴리는 요가복 애슬레저 탑에 마니쓰고 롬퍼로도 쓰고하는데 바이어가 이 원단 쓰자고할땐 거진 샌드워싱이더군요"
2022-06-29 13:03:12,"Eeej","친절한 답변 감사합니다..! 샌드워싱이 정확하게 몰라서….찾아보겠습니다!! 혹시 스와치 많이 볼 수 있는 곳이 있을까요?"
2022-06-29 13:05:03,"엄지척 프로도","포기몬해요...
5000장"
2022-06-29 13:06:12,"룩맨","삭제된 메시지입니다."
2022-06-29 13:06:28,"엄지척 프로도","동대문종합 뒷편에 어디서물건만들어주나요???
찾아갈라구요"
2022-06-29 13:07:03,"룩맨","사진"
2022-06-29 13:07:09,"룩맨","요런너낌임"
2022-06-29 13:07:16,"룩맨","샌드워싱"
2022-06-29 13:10:28,"Eeej","오…생각보다 별로 엄청 큰 차이는 못느끼겠는데 가까이서 보면 다를려나요..?!"
2022-06-29 13:12:40,"룩맨","사진"
2022-06-29 13:12:49,"룩맨","요건 어때요? 약간 다 이런 빈티지 컬러만해요"
2022-06-29 13:13:10,"룩맨","컬러보단 핸드필이 특색잇어요"
2022-06-29 13:13:31,"룩맨","만져본자만 알수잇는ㅋ"
2022-06-29 13:13:46,"Eeej","오…! 빈티지 컬러 좋죠~! FW준비할거라..! 지금 가는 중인데 기대되네요…!"
2022-06-29 13:14:01,"Eeej","모달이 터치감이 좀 그런 게 있는 것 같아요..! "
2022-06-29 13:14:06,"룩맨","네 터치감에 여자분들 조아하세요"
2022-06-29 13:14:20,"Eeej","부들부들하게..아 그래서 요가복같은데에 많이 쓴다고 하셨구나..!"
2022-06-29 13:14:43,"룩맨","모달자체는 레이온처럼 부들부들한데 워싱가공하믄서 특색이 잇어져요"
2022-06-29 13:15:33,"룩맨","100퍼 모달을 쓰면 빵꾸가 나기땜에 필연히 폴리와 혼용하죠"
2022-06-29 13:17:40,"코삿","RP RNP"
2022-06-29 13:17:48,"코삿","RNP는 축률 특히 더 심해요"
2022-06-29 13:17:52,"코삿","나일론도 줄어드는 원사라"
2022-06-29 13:17:56,"코삿","레이온도 많이 줄죠"
2022-06-29 13:21:27,"Eeej","모달이나 폴리는 yarn dye안하나요?"
2022-06-29 13:31:48,"룩맨","스트라이프 아니면 얀다이 구지 하실이유 잇으세요?"
2022-06-29 13:32:11,"룩맨","편진 후 염색하는게 공정이 짧고 싸요"
2022-06-29 13:32:16,"룩맨","편직*"
2022-06-29 13:33:09,"Eeej","아니요ㅠㅠ이유를 잘모르겟어요.. 저도 지금까지 통염색하거나 해서 bt보고 햇는데 오전에 연락을 받아가지구…"
2022-06-29 13:36:33,"룩맨","ㅎㅎ"
2022-06-29 15:47:46,"신종","신종님이 들어왔습니다."
2022-06-29 15:47:46,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-29 15:48:02,"신종","안녕하세요"
2022-06-29 15:48:17,"전과 9범","안녕하세요"
2022-06-29 16:04:56,"ㅎ","혹시 스마트스토어 쇼핑몰 마케팅사기 당해보신분 계신가요 ? "
2022-06-29 16:05:41,"리즈","어떤 마케팅이용"
2022-06-29 16:06:37,"룩맨","돈만받고 홍보 안해줘여?"
2022-06-29 16:07:37,"ㅎ","노출프로그램으로 매출 확 올려준다고 해서 계약을 했는데 판매가 7개월동안 9개가 나가서 계약 해지 하겠다니까 위약금이 말이 안되네요 ,, "
2022-06-29 16:08:08,"전과 9범","하루 했다가 52만원 손해 봤습니다"
2022-06-29 16:08:19,"전과 9범","개x끼 들입니다"
2022-06-29 16:08:39,"MK","혹시 거기 업체명 알 수 있을까요?"
2022-06-29 16:08:54,"리즈","이거 노출은 됐나요?"
2022-06-29 16:08:54,"ㅎ","여기서 이야기 해도 되는걸까요 ?? "
2022-06-29 16:08:54,"전과 9범","잠시만요"
2022-06-29 16:09:02,"ㅎ","노출은 되어있는데 "
2022-06-29 16:09:13,"리즈","키워드를 잘못잡은건지..?"
2022-06-29 16:09:18,"ㅎ","처음에 매출이 많아서 직원을 써야 할정도 일거다 "
2022-06-29 16:09:30,"전과 9범","하이어애드"
2022-06-29 16:09:33,"전과 9범","입니다."
2022-06-29 16:09:33,"ㅎ","막이렇게 말씀을 하셔서 계약을 한거거든요 , "
2022-06-29 16:10:14,"ㅎ","와 진짜 블로그 ㅋㅋㅋ 다 사기로 작성되어있네요 효과 좋다고 이방 계신분들 피해 안보셨음 좋겠어요 ㅠ "
2022-06-29 16:10:14,"리즈","마케팅하시는 아는 대표님은 노출프로그램 돌려서 판매를 직접 하기도 하셔서 .. 제품 관련해서 전략이나 키워드 설명이 미흡했던게 아닌가 싶은데요"
2022-06-29 16:10:19,"전과 9범","마케팅 하고 싶으시면 네이버 플랫폼에 제공하고 있는 마케팅 광고사들만 이용하시면 됩니다~"
2022-06-29 16:10:45,"전과 9범","전 진짜 이해 안되는게"
2022-06-29 16:10:53,"전과 9범","금액의 20% 까진 그렇다 쳐도"
2022-06-29 16:11:06,"전과 9범","진행 플랫폼  알파 시켜서 52만원 "
2022-06-29 16:11:10,"전과 9범","그것도 하루 해놓고"
2022-06-29 16:11:20,"전과 9범","하루만에 52만원 버린거죠"
2022-06-29 16:11:28,"리즈","제품에 따른 전략마케팅 설명 잘해주는곳으로 찾으세요.."
2022-06-29 16:11:39,"리즈","진짜 양아치 많아요"
2022-06-29 16:12:02,"전과 9범","광고사 할바엔"
2022-06-29 16:12:14,"전과 9범","솔직히 제일 안전하고 도움이 된다고 생각들었던게"
2022-06-29 16:12:21,"전과 9범","인플루언서 들에게 협찬하거나"
2022-06-29 16:12:22,"생각하는 라이언","진짜 요즘 사기꾼 많네요"
2022-06-29 16:12:24,"생각하는 라이언","ㅡㅡ"
2022-06-29 16:12:26,"전과 9범","홍보 해주는게 훨씬"
2022-06-29 16:12:29,"전과 9범","낫다고 생각합니다"
2022-06-29 16:12:59,"리즈","근데 그것도 타겟층 차이가 있어서 타겟이랑 제품이 맞는 마케팅은 다 다릅니다"
2022-06-29 16:13:21,"전과 9범","그렇죵"
2022-06-29 16:15:44,"리즈","모든 광고가 다 어떤 제품에는 효과가 있는게 많기 때문에 무조건 어떤 광고는 거르라기 보다는 설명 잘해주거나 전문(패션, 뷰티, 식품 등) 카테고리 가지고 있는 광고업체 찾는게 좋아요 (대행사의 경우만) 사실 본인이 마케팅 어느정돈 알고 있어야 호구 안당해요..ㅠㅠ"
2022-06-29 16:23:12,"시무룩할뻔한 튜브","안녕하세요 맨투맨이나 후드티에 보통 2*1 립 많이사용하죠~?"
2022-06-29 16:24:31,"룩맨","다양하죠"
2022-06-29 16:24:56,"룩맨","1*1 , 2*2 , 2*1, 요꼬 등.  FW 아니믄 제원단 쓰기도 해요."
2022-06-29 16:26:11,"룩맨","쓰시고 싶은 원단 사진 있으세요?"
2022-06-29 16:26:14,"생각하는 라이언","싱글 원단인 경우 키로로 계산되는 경우가 많은데 원단 주문할때 혹시 계산법이 따로 있을 까요..?"
2022-06-29 16:26:54,"룩맨","검색하믄 다 있어요 ㅎ"
2022-06-29 16:27:50,"룩맨","삭제된 메시지입니다."
2022-06-29 16:28:04,"룩맨","이렇게 폭/중량 알면 환산해주느 ㄴ프로그램도 있고 "
2022-06-29 16:28:45,"생각하는 라이언","한번 검색해봐야겠네요~"
2022-06-29 16:28:55,"시무룩할뻔한 튜브","사진"
2022-06-29 16:29:07,"시무룩할뻔한 튜브","요런느낌으로 사용하고싶어요!!!"
2022-06-29 16:29:28,"시무룩할뻔한 튜브","2*2 맞나요~~?"
2022-06-29 16:30:51,"룩맨","원사/염색은 /kg, 원단집은 /yd, 저는 /LB 가 중요합니다. "
2022-06-29 16:31:43,"룩맨","골이 비슷하면 맞을거에요"
2022-06-29 16:32:02,"시무룩할뻔한 튜브","고맙습니다 룩맨님 :)"
2022-06-29 16:41:58,"룩맨","FW용이에여?"
2022-06-29 16:42:02,"룩맨","중량도 잘 보세요 도톰한걸로"
2022-06-29 16:42:15,"룩맨","싸다고 좋은게 아니고, 중량이 낮아서 쌀겁니다."
2022-06-29 16:47:11,"불나게 일하는 네오","안녕하세요 혹시 원단 롤단위로 구매하려면 가격은 어떻게 되는건가용??"
2022-06-29 16:47:18,"불나게 일하는 네오","1마에 7700원이에여"
2022-06-29 16:48:14,"돈다발 들고 좋아하는 무지","한롤에 몇y인지 물어보셔야.."
2022-06-29 17:03:35,"김","와펜 바스친걸 떼어냈을때 원단손상을 복구시킬 방법이 있을까요? "
2022-06-29 17:20:41,"팩토리유니콘","https://blog.naver.com/factoryunicorn/222778557993"
2022-06-29 17:20:46,"팩토리유니콘","꼭 참석해보세용"
2022-06-29 17:22:02,"돈다발 들고 좋아하는 무지","오후 7시.. 🥲"
2022-06-29 17:22:12,"팩토리유니콘","이걸 놓치다니...."
2022-06-29 17:22:16,"질풍가도","또륵...."
2022-06-29 17:23:25,"돈다발 들고 좋아하는 무지","육아때매 어쩔수없네요..🥲.. 영상으로는 안 올리시나요 ㅠㅠ 제로투원 유튭영상 잘 보구있는데ㅠㅠ"
2022-06-29 22:55:08,"M.D","M.D님이 들어왔습니다."
2022-06-29 22:55:08,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-29 22:56:00,"M.D","M.D님이 나갔습니다."
2022-06-29 23:32:53,"음악듣는 어피치","음악듣는 어피치님이 나갔습니다."
2022-06-29 23:58:06,"벙찐 튜브","벙찐 튜브님이 들어왔습니다."
2022-06-29 23:58:06,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-30 02:26:43,"아카","아카님이 들어왔습니다."
2022-06-30 02:26:43,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-30 02:28:23,"아카","안녕하세요! "
2022-06-30 03:03:21,"쿄쿄","쿄쿄님이 들어왔습니다."
2022-06-30 03:03:21,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-30 03:09:02,"휘파람 프로도","휘파람 프로도님이 들어왔습니다."
2022-06-30 03:09:03,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-30 04:19:41,"IN","IN님이 들어왔습니다."
2022-06-30 04:19:41,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-30 04:26:46,"전문성 부족한","전문성 부족한님이 나갔습니다."
2022-06-30 05:28:46,"프로도","프로도님이 나갔습니다."
2022-06-30 06:56:39,"미","안녕하세요 :) 제가 직조라벨을 제작하고 싶은데 보통 단가가 어느정도 되는지 여쭙고 싶습니다."
2022-06-30 08:42:30,"혜선/여성빅사이즈","저만장에 15만원에했었는데 인터넷보다 동대문이더싸긴해요"
2022-06-30 09:11:35,"벌 서는 라이언","어디서 하셨어요? 저는 동화상가에 갔는데 2000장에 20-30만원 나올꺼라고 하던데.."
2022-06-30 09:26:40,"코삿","보통 1,000장에 7만원정도 해요"
2022-06-30 09:31:50,"@lapricala","업체 정보 알 수있을까요? 인터넷에서 했을깨 1천장에 16만원 부르더라구요 ㅠ"
2022-06-30 09:33:02,"우디","저도 천장에 14만원?..정도 했네요 .."
2022-06-30 09:40:55,"코삿","저는 부산에 맡겼어요"
2022-06-30 09:43:50,"벌 서는 라이언","부산 어디인가요??"
2022-06-30 09:56:15,"코삿","대정라벨이라고"
2022-06-30 09:56:31,"코삿","자동차 안전띠에 봉제되는 라벨을 만드는 업체에요"
2022-06-30 09:56:39,"코삿","현대기아차 납품하는 업체인데"
2022-06-30 09:56:51,"코삿","의류 메인라벨 넣었는데 만족도 높습니다"
2022-06-30 09:56:57,"코삿","단가도 괜찮구요"
2022-06-30 09:57:02,"코삿","저는 작년에 맡겼던거라"
2022-06-30 09:57:05,"코삿","가격이 올랐을 수도 있어요"
2022-06-30 09:57:11,"뷰뷰","공장에서 완제품이 나왔는데 거기서 조금 문제가 있을때 어떻게 처리하시나요? 보통 제가 손해를 떠맡는 편이긴한데, 샘플이 지시서대로 안나오고, 보내놓은 쟤료가 없어지고,,A를 써야하는 곳에 B 를 써서 나오고…매번 자잘한 일들이 있어서 좀 골치가 아프네요.."
2022-06-30 09:57:11,"코삿","네이버 검색하셔도 뜨니"
2022-06-30 09:57:14,"코삿","전화해서 확인해보세요"
2022-06-30 09:58:10,"코삿","계속 일정량 이상 오더를 줬었더라면, 공장책임 물으면 받아들이겠죠."
2022-06-30 09:58:24,"코삿","그게 아니라면 공장도 오더 더 이상 안하겠다는 식으로 아쉬울게 없다는 식으로 나오실거에요."
2022-06-30 09:58:45,"코삿","그래서 프로모션을 맡기는게 낫다 라고 여러번 말씀드린거에요."
2022-06-30 09:58:48,"뷰뷰","첫 프로덕션이고 아는 사람 소개로 공장을 바꿨는데"
2022-06-30 09:58:52,"뷰뷰","여기도 프로모션이예요..ㅠ"
2022-06-30 09:58:55,"코삿","한 공장의 살림을 대신해주는 업체에는"
2022-06-30 09:58:59,"파이팅하는 무지","샘플사진 볼수 있나요?"
2022-06-30 09:59:01,"코삿","지시대로 안나왔을 때"
2022-06-30 09:59:03,"코삿","죽는 시늉도 하시는데"
2022-06-30 09:59:37,"뷰뷰","지금까지 그냥 관계유지를 위해 넘어갔는데, 완제품이 잘못나오니 멘붕이예요.."
2022-06-30 10:00:06,"뷰뷰","그쪽에서야 매번 미안하다고 하지만 실질적인 대처는 별로 없고 저도 돈으로 물어내라 하지못하고있고..그냥 답답하네요."
2022-06-30 10:00:40,"코삿","사진"
2022-06-30 10:01:00,"코삿","프로모션에 맡길정도의 오더수량을 못주시면"
2022-06-30 10:01:04,"코삿","그냥 단가가 비싼 공장을 가세요"
2022-06-30 10:01:09,"코삿","미니멈 오더 200장정도 받아주는 곳으로"
2022-06-30 10:01:19,"코삿","저는 셔츠랑 바지는 제사처리나 그런거 하나 신경 안써요"
2022-06-30 10:01:22,"코삿","공임 3만원대 주더라도"
2022-06-30 10:01:30,"혜선/여성빅사이즈","오래되어가지고~ 동대문거래처언니가 쓰시는곳에 부탁해서 한거였거든요^^ 여쭤보고 정보남겨드릴께요"
2022-06-30 10:01:38,"코삿","그런데서 시간로스를 줄이고"
2022-06-30 10:01:43,"코삿","오히려 마케팅에 시간을 쏟아보려고 하는데"
2022-06-30 10:01:47,"코삿","저는 회사다니면서 부업으로 하는지라"
2022-06-30 10:01:51,"코삿","회사가 요즘 평퇴가 23시다보니"
2022-06-30 10:01:53,"코삿","뭘 아무것도 못하고"
2022-06-30 10:02:00,"코삿","옷만 만들어놓고 집에 쌓아두고는 있지만요"
2022-06-30 10:02:03,"혜선/여성빅사이즈","인터넷비싸더라구요^^  저희도 차이 엄청나서 많아도ㅇ걍 동대문에맡긴거였어요"
2022-06-30 10:02:46,"코삿","공장도 몇번 갈아타보시고 한군데 정착하시는게 좋아요"
2022-06-30 10:03:15,"뷰뷰","오더를 많이 주는건 아닌데, 단가는 충분히 비싼편이거든요. 저도 오더를 아직 많이 넣는게 아니라 어느정도 감안은 하고 가격 비싸도 그냥 그러려니 하는데, 일단 이번은 첫 시즌이니…맞춰가는 단계라고 생각하고 넘어가는데 계속 어디까지 타협점을 찾아야할지 모르겠네요."
2022-06-30 10:03:47,"뷰뷰","네,,코샷님도 일하면서 준비하시느라 엄청 수고 많으시겠네요 ㅠㅠ"
2022-06-30 10:05:43,"두한","악순환이 반복이시면 제가 컨텍한공장 소개해드릴게요"
2022-06-30 10:05:59,"두한","다이마루집찾으시는거라면"
2022-06-30 10:06:24,"룩맨","'몸값 높이는' 무신사, IPO 내년 이후로 미룬다
일단 다같이 몸 사리고 다음기회 도전으로...
• 흑자 내는 버티컬 플랫폼, 매출 성장률 30% 돌파...작년 2.5조 밸류, 올해 5조 목표
http://m.thebell.co.kr/m/newsview.asp?svccode=00&newskey=202206221139025800106781"
2022-06-30 10:07:46,"뷰뷰","저는 잡화쪽이라, 말씀 감사합니다."
2022-06-30 10:08:29,"혜선/여성빅사이즈","사진"
2022-06-30 10:08:44,"혜선/여성빅사이즈","저는기본이라 싼거였나봐요ㅋ"
2022-06-30 10:08:53,"혜선/여성빅사이즈","2017년도에찍은거라ㅎㅎ"
2022-06-30 10:17:22,"벌 서는 라이언","감사합니다~"
2022-06-30 10:17:50,"벌 서는 라이언","감사합니다~!"
2022-06-30 10:18:30,"벌 서는 라이언","아 우리라벨이 라벨집 이름이 아닌거죠? ㅋㅋㅋ 라벨집 공유가능하실까요 ㅎㅎ"
2022-06-30 10:19:32,"혜선/여성빅사이즈","네 여쭤보고 남겨드릴께요"
2022-06-30 10:32:32,"벌 서는 라이언","감사합니다 ㅎ"
2022-06-30 10:35:33,"11","동대문에 어깨체인 작업하는곳 어느쪽가면 있나요?"
2022-06-30 10:38:19,"팩토리유니콘","https://cafe.naver.com/factoryunicorn/5686"
2022-06-30 10:38:54,"팩토리유니콘","https://cafe.naver.com/factoryunicorn/5622"
2022-06-30 10:38:59,"팩토리유니콘","내일입니다"
2022-06-30 10:39:19,"전과 9범","네!"
2022-06-30 11:11:20,"미","아이고 감사합니다 !"
